SeniorCitizen,tenure,MonthlyCharges,TotalCharges,tenure_group,service_count,high_monthly_charges,auto_payment,fiber_customer,long_contract,customer_lifetime_value,avg_monthly_spend,support_dependency,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
-0.440327089412664,1.3273654847539706,0.9889627507661827,1.674504769921064,48+,1.2787402127855079,1.2800973227541437,1.1383270367970848,1.1275273076326642,1.107894898210063,1.7056880608602523,1.0821616307406539,2.126164935871484,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
-0.440327089412664,-0.26164900502213034,-0.9655753193646899,-0.5562493504923756,24-48,-0.6611985556320944,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,-0.9026126951352695,-0.5977575480705382,-0.6952185857398233,0.5711787862044767,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
-0.440327089412664,1.4495973685829016,0.8443668221085419,1.7710807060315217,48+,0.7937555206811073,1.2800973227541437,1.1383270367970848,1.1275273076326642,1.107894898210063,1.7003227382341304,1.0548944718686,1.3486718610379804,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
-0.440327089412664,-1.1987601143772668,0.6482482062280629,-0.9036624198856141,0-12,-0.1762138635276938,1.2800973227541437,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,-0.8965375718428982,-0.010506151359892899,-0.2063142886290269,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
-0.440327089412664,0.6754621043330061,-0.8026971468537838,-0.09377459020097614,48+,-0.6611985556320944,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,-0.9026126951352695,-0.12863405079804835,-0.5790479499212116,-0.2063142886290269,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2.271039016322759,1.2866215234776603,1.070401837021636,1.829868935756138,48+,0.7937555206811073,1.2800973227541437,1.1383270367970848,1.1275273076326642,1.107894898210063,1.7331770595002602,1.3061584258020715,1.3486718610379804,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
-0.440327089412664,-1.0357842692720256,-0.01656066116339038,-0.8106159834959589,0-12,0.3087708285767068,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,-0.9026126951352695,-0.8094559568740697,-0.10944176481468366,0.5711787862044767,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
-0.440327089412664,-0.42462485012737144,0.9440881522172598,-0.05558981509654429,12-24,0.3087708285767068,1.2800973227541437,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,-0.10277893641455481,1.1376599444019686,-0.2063142886290269,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
-0.440327089412664,-0.05792919864057891,-0.34730307269063826,-0.2807277785372323,24-48,-0.1762138635276938,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,-0.9026126951352695,-0.26420228505479454,-0.24954934163264797,0.5711787862044767,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
-0.440327089412664,-1.076528230548336,-0.5600419102559032,-0.8727572379553376,0-12,-0.1762138635276938,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,-0.9026126951352695,-0.8811702280248696,-0.5079056064041197,-0.2063142886290269,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
-0.440327089412664,-1.2802480369298874,-1.5157046571311175,-0.998892734227516,0-12,-1.146183247736495,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,-0.9026126951352695,-0.9997372342070728,-1.621743284766483,-0.9838073634625305,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
-0.440327089412664,-1.076528230548336,0.4737358785378064,-0.8156675799713574,0-12,-0.1762138635276938,-0.7811906034210655,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,-0.7987694706557854,0.09793968817381118,-0.2063142886290269,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.440327089412664,-0.8320644628904743,0.49866621106498593,-0.5656466434990121,0-12,-0.1762138635276938,-0.7811906034210655,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,-0.5853488595278198,0.5877084529440697,-0.2063142886290269,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.440327089412664,1.1643896396487294,1.3811999825271402,1.9712474589475326,48+,1.2787402127855079,1.2800973227541437,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,1.8565353208671072,1.6324474680269951,0.5711787862044767,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
-0.440327089412664,0.4309983366751445,-1.5007464576148097,-0.6635682013780257,24-48,-1.146183247736495,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,1.107894898210063,-0.6350940112835933,-1.3559411115209192,-0.9838073634625305,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
2.271039016322759,-0.09867315991688919,-0.8143313020331343,-0.48987269636803393,24-48,-0.6611985556320944,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,-0.9026126951352695,-0.4743330481527513,-0.6963090846713682,-0.2063142886290269,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
-0.440327089412664,-0.42462485012737144,-0.3207107179949802,-0.48100482831951774,12-24,-0.1762138635276938,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,1.107894898210063,-0.4724342096924776,-0.23634189589014598,0.5711787862044767,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False
-0.440327089412664,0.797693988161937,-1.3877289501582628,-0.45362914611004357,48+,-0.6611985556320944,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,1.107894898210063,-0.4789255876845758,-1.1602524557727867,-0.9838073634625305,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
-0.440327089412664,-1.2802480369298874,-0.2841462302884502,-0.9825467386455495,0-12,-0.6611985556320944,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,-0.9026126951352695,-0.9833763121249476,-1.0146104518886376,-0.9838073634625305,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
-0.440327089412664,1.0014137945434884,0.9939488172716188,1.4054686537028953,48+,0.7937555206811073,1.2800973227541437,-0.8784821652077276,1.1275273076326642,1.107894898210063,1.3754447253914979,1.1539350111252837,0.5711787862044767,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
-0.440327089412664,1.6125732136881425,-0.3522891391960741,0.7297900509017714,48+,0.3087708285767068,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,1.107894898210063,0.715046372521908,-0.16863365244135514,0.5711787862044767,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False
-0.440327089412664,0.3902543753988342,1.2964368519347298,0.9018752216641471,24-48,1.2787402127855079,1.2800973227541437,1.1383270367970848,1.1275273076326642,-0.9026126951352695,0.916941475786352,1.3619593180856047,1.3486718610379804,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
-0.440327089412664,-0.7098325790615434,-1.495760391109374,-0.8869414149583125,12-24,-1.146183247736495,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,-0.9026126951352695,-0.8770634378666033,-1.377271950070225,-0.9838073634625305,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.440327089412664,1.2866215234776603,0.5402167652769517,1.2582885153454322,48+,-0.1762138635276938,1.2800973227541437,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,1.282401640838089,0.6529281202815551,0.5711787862044767,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.271039016322759,0.5939741817803856,0.6698544944182854,0.7653497605888565,24-48,-0.1762138635276938,1.2800973227541437,1.1383270367970848,1.1275273076326642,1.107894898210063,0.7548999006706746,0.8070953002028335,-0.2063142886290269,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
-0.440327089412664,-1.2395040756535771,-1.1882862899408269,-0.987620394494203,0-12,-1.146183247736495,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,-0.9026126951352695,-0.9825593699966904,-1.4474964348447263,-0.2063142886290269,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.440327089412664,-1.2802480369298874,-1.4824642137615447,-0.9984515467624158,0-12,-1.146183247736495,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,-0.9026126951352695,-0.9992956438674744,-1.6053564336766626,-0.9838073634625305,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
-0.440327089412664,-1.2802480369298874,-0.46863069098957844,-0.9849953290768563,0-12,-0.6611985556320944,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,-0.9026126951352695,-0.9858271385097194,-1.1055574754371407,-0.2063142886290269,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.440327089412664,1.6125732136881425,1.6055729752717556,2.6317712723224607,48+,2.248709596994309,1.2800973227541437,1.1383270367970848,1.1275273076326642,1.107894898210063,2.58774268469132,1.7668330431961847,2.126164935871484,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
-0.440327089412664,-0.01718523736426863,0.8244225560867979,0.2728742526706361,24-48,0.3087708285767068,1.2800973227541437,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,0.25791205296951786,0.9455300526387119,-0.2063142886290269,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2.271039016322759,-1.2802480369298874,0.32082983903777235,-0.974517126780724,0-12,-0.6611985556320944,-0.7811906034210655,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,-0.9753393679442545,-0.7163697620539063,-0.9838073634625305,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.440327089412664,1.5718292524118322,-0.5716760654352537,0.4828794860583834,48+,0.3087708285767068,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,1.107894898210063,0.4841829429798006,-0.39882900315783115,2.126164935871484,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
-0.440327089412664,-0.7098325790615434,0.3424361272279943,-0.4993141081211806,12-24,-0.6611985556320944,-0.7811906034210655,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,-0.5107642511696293,0.42241397086929944,-0.2063142886290269,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.440327089412664,0.5939741817803856,1.010569038956405,1.00577486969527,24-48,0.3087708285767068,1.2800973227541437,1.1383270367970848,1.1275273076326642,1.107894898210063,0.9676360467722628,1.1791792377610675,-0.9838073634625305,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False
-0.440327089412664,0.06430268518835193,1.0936701473803367,0.49708572243461324,24-48,0.7937555206811073,1.2800973227541437,1.1383270367970848,1.1275273076326642,-0.9026126951352695,0.4586590213510061,1.256724158096825,-0.2063142886290269,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
-0.440327089412664,0.7162060656093164,1.2980988741032085,1.2064710475694007,48+,1.2787402127855079,1.2800973227541437,1.1383270367970848,1.1275273076326642,-0.9026126951352695,1.2847420696379612,1.2882401579799354,0.5711787862044767,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
-0.440327089412664,-0.9135523854430948,-1.4891123024354593,-0.9196995842420105,0-12,-1.146183247736495,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,-0.9026126951352695,-0.91989770080766,-1.3443585872278871,-0.9838073634625305,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
2.271039016322759,-0.9950403079957154,0.9075236645107296,-0.685318743407471,0-12,0.3087708285767068,1.2800973227541437,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,-0.6828520065111734,0.7217584972010532,-0.2063142886290269,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
-0.440327089412664,-0.38388088885106114,-1.5007464576148097,-0.8146087300551167,12-24,-1.146183247736495,-0.7811906034210655,-0.8784821652077276,-0.8868964797842297,1.107894898210063,-0.8086390147458123,-1.3397528889291572,-0.9838073634625305,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
-0.440327089412664,-1.0357842692720256,0.3357880385540801,-0.7909390225524852,0-12,-0.6611985556320944,-0.7811906034210655,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,-0.7766899536758592,0.0732716248368138,-0.2063142886290269,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
-0.440327089412664,-0.38388088885106114,0.6465861840595843,-0.13906248349352296,12-24,0.3087708285767068,1.2800973227541437,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,-0.15252408817032836,0.7512093101319248,0.5711787862044767,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-0.440327089412664,1.6125732136881425,0.8692971546357213,1.9276140186491113,48+,2.248709596994309,1.2800973227541437,1.1383270367970848,-0.8868964797842297,1.107894898210063,1.8834944110995975,1.0502786957466548,2.126164935871484,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
-0.440327089412664,-0.09867315991688919,0.6765025830921999,0.12026750849243902,24-48,-0.1762138635276938,1.2800973227541437,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,0.1198267537770601,0.7657680582103811,-0.2063142886290269,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
2.271039016322759,-0.05792919864057891,-0.47860282400045034,-0.31024321995244303,24-48,0.3087708285767068,-0.7811906034210655,1.1383270367970848,-0.8868964797842297,1.107894898210063,-0.3182750221386337,-0.31806686275195956,1.3486718610379804,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False
-0.440327089412664,-1.1987601143772668,1.4343846919184566,-0.8690071445019849,0-12,1.2787402127855079,1.2800973227541437,-0.8784821652077276,1.1275273076326642,-0.9026126951352695,-0.865206737248383,0.6330874251928031,0.5711787862044767,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
